Species name,addlys-Mean,addlys-Sd,conrol-Mean,conrol-Sd,dellys-Mean,dellys-Sd,P_value,P_adjust
s__Faecalibaculum_rodentium,95865182.87,24728618.45,173022224.3,48547271.83,255070031.4,68402265.99,0.002338,0.166
