Species name,addlys-Mean,addlys-Sd,conrol-Mean,conrol-Sd,dellys-Mean,dellys-Sd,P_value,P_adjust
s__Holdemanella_biformis,75346.7321,184561.0474,1776231.525,2109534.776,1823717.87,1566609.681,0.03145,0.3484
