Concentration of L-lysine in Feces (μg/g),,,,,,,,,,,,,,,
Control,H.biformis,,,,,,,,,,,,,,
15865.057,13376.275,,,,,,,,,,,,,,
14044.903,10980.358,,,,,,,,,,,,,,
12503.344,10441.741,,,,,,,,,,,,,,
12317.614,9791.686,,,,,,,,,,,,,,
10924.639,9178.777,,,,,,,,,,,,,,
9754.54,8993.047,,,,,,,,,,,,,,
