Concentration of L-lysine in serum (μg/ml),,,,,,,,,
Control,H.biformis,,,,,,,,
14862.115,15122.137,,,,,,,,
14620.666,14973.553,,,,,,,,
14323.498,14007.757,,,,,,,,
13673.443,13692.016,,,,,,,,
13413.421,13413.421,,,,,,,,
12707.647,13283.41,,,,,,,,
