Protective effect of 5% H. biformis supernatant against IFN-γ pre-processed NCM-460 viability,,,,,,,,,,,,
,control,,,,IFN-r,,,,IFN-r_lysine,,,
cell viability (%),194.4748,191.5357,188.9895,178.8338,175.4729,168.198,163.9786,162.8001,326.324,325.873,320.6496,311.6725
