Effects of 5% H. biformis supernatant on the scratch injury healing rate of IFN-γ pre-processed HIEC-6 cells,,,,,,,,,
,control,,,IFN-r,,,IFN-r+H. biformis supernatant,,
scratch healing rate (%),0.574911,0.638065,0.569116,0.162065,0.20622,0.180177,0.234874,0.314628,0.313815
