Effects of 1.4 mM L-lysine intervention on the scratch injury healing rate of IFN-γ pre-processed NCM-460 cells,,,,,,,,,
,control,,,IFN-r,,,IFN-r+lysine,,
scratch healing rate (%),55.94411,43.44948,49.14966,31.91906,37.11333685,41.79833,53.52089,59.81785,50.56281
