Protective effect of 5% H. biformis supernatant against IFN-γ pre-processed HIEC-6 viability,,,,,,,,,,,,
,control,,,,IFN-r,,,,IFN-r_lysine,,,
cell viability (%),119.8825,111.6552,106.5622,106.3663,92.0666,86.77767,86.77767,85.79824,111.0676,105.7786,104.9951,104.6033
