Faecal moisture content on day 7,,,,,,,,,,,,
,IBS-D,,,,,,IBS-D+H. biformis,,,,,
fecal moist content,0.740371,0.831876,0.689394,0.716846,0.656195,0.665657,0.658031,0.879433,0.75,0.72118,0.706037,0.608696
