Scores of AWR,,,,,,,,,,,,
Air capacity (ml),IBS-D,,,,,,IBS-D+H.biformis,,,,,
0.25,1,1,1,1,1,1,1,1,1,1,1,1
0.35,1,1,1,1,1,1,1,1,1,1,1,1
0.5,1,2,2,1,0,1,1,2,2,1,2,2
0.65,2,2,3,3,1,1,2,3,3,2,3,3
