FITC-Dextran MW4000,,,,,,,,,,,,
,IBS-D,,,,,,IBS-D+H.biformis,,,,,
FITC-Dx4000,654.849,318.852,115.074,296.487,290.205,305.703,310.563,181.368,564.021,204.714,220.005,242.964
